#name	label	class	CHG	CpG5	CpG3	maxExpr	nSamples	WGA	allData	noExpr	noMeth	noWGA
Sb05g009356	lowConfidence	low	1	0	0	4	4	0	non	non	non	non
Sb05g009353	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g009150	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g008986	lowConfidence	low	1	1	0	1	0	0.152047	functional	functional	functional	functional
Sb05g008895	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008900	lowConfidence	low	0.356006	0	0.01	1	0	0	non	non	functional	non
Sb05g008880	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008835	lowConfidence	low	0	0	0	1	0	0	non	non	non	non
Sb05g008820	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g008815	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008812	lowConfidence	low	0	0	0	1	0	0.0406557	functional	functional	functional	functional
Sb05g008810	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008785	lowConfidence	low	1	1	0.96	2	0	0	functional	functional	functional	functional
Sb05g008726	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008720	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008713	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008700	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g008710	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008660	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008655	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008635	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008616	lowConfidence	low	0.0476627	0	0	1	0	0	functional	functional	functional	functional
Sb05g008613	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g008590	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008560	lowConfidence	low	0	1	1	1	0	0	functional	functional	functional	functional
Sb05g008535	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb05g008525	lowConfidence	low	0.983818	1	1	1	0	0.19235	functional	functional	functional	functional
Sb05g008517	lowConfidence	low	1	1	1	1	0	0.825792	functional	functional	functional	functional
Sb05g008515	lowConfidence	low	1	1	1	1	0	0.7428	functional	functional	functional	non
Sb05g008480	lowConfidence	low	0.931596	0	0	1	0	0	functional	functional	functional	functional
Sb05g008468	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008463	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g008461	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008425	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008420	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008380	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008330	lowConfidence	low	1	0	0	4	11	1	functional	functional	functional	functional
Sb05g008298	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g008296	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g008260	lowConfidence	low	1	0	1	2	0	0.683333	functional	functional	functional	functional
Sb05g008190	lowConfidence	low	1	1	1	1	0	0	non	non	non	non
Sb05g008195	lowConfidence	low	1	0	0	5	12	0	non	non	functional	non
Sb05g008200	lowConfidence	low	1	1	1	1	0	0	non	non	non	non
Sb05g008220	lowConfidence	low	0.315789	0	0	1	0	0.0406699	functional	functional	functional	functional
Sb05g008185	lowConfidence	low	0	0	0	1	0	0	non	non	non	non
Sb05g008180	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008120	lowConfidence	low	0	0	0	2	0	0	non	non	non	non
Sb05g008135	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g008058	lowConfidence	low	0	0	0	1	0	0	non	non	non	non
Sb05g008060	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g008080	lowConfidence	low	1	0	0	1	0	0	non	non	non	non
Sb05g008100	lowConfidence	low	0	0	0	3	3	0	non	non	non	non
Sb05g008105	lowConfidence	low	0	0	0	5	6	1	non	non	non	non
Sb05g008055	lowConfidence	low	0	0	0	1	0	0.961315	functional	functional	functional	functional
Sb05g008056	lowConfidence	low	0	0	0	1	0	0.703422	functional	functional	functional	functional
Sb05g008053	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g008000	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g007980	lowConfidence	low	1	0	0	1	0	0	non	non	functional	non
Sb05g007903	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g007803	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g007570	lowConfidence	low	0	0	0	1	0	0.0284043	functional	functional	functional	functional
Sb05g007535	lowConfidence	low	0	0	0	2	0	1	functional	functional	functional	functional
Sb05g007510	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g007465	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb05g007420	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g007430	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g007326	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g007330	lowConfidence	low	0	0	0	1	0	0	non	non	non	non
Sb05g007305	lowConfidence	low	1	0	1	1	0	0.962201	functional	functional	functional	functional
Sb05g007295	lowConfidence	low	1	0	0	1	0	0	non	non	non	non
Sb05g007300	lowConfidence	low	1	0	0	1	0	0.568779	functional	functional	functional	functional
Sb05g007255	lowConfidence	low	0.305263	0	0	1	0	0	functional	functional	functional	functional
Sb05g007220	lowConfidence	low	1	0	0	1	0	0	functional	functional	non	functional
Sb05g007205	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g007185	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g007140	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g007092	lowConfidence	low	0	0	0	2	0	0	functional	functional	functional	functional
Sb05g007095	lowConfidence	low	1	0	0	4	5	1	functional	functional	functional	functional
Sb05g007065	lowConfidence	low	0.0609858	0	0	1	0	0	functional	functional	functional	functional
Sb05g007046	lowConfidence	low	0.390244	0	0	1	0	0	functional	functional	functional	functional
Sb05g006996	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006952	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006955	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006957	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006910	lowConfidence	low	0	0	0	1	0	0.887052	functional	functional	functional	functional
Sb05g006870	lowConfidence	low	0	0	0	1	0	0.226804	functional	functional	functional	functional
Sb05g006841	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g006845	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006847	lowConfidence	low	1	0.29	0.48	2	0	0	functional	functional	functional	functional
Sb05g006695	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006700	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006710	lowConfidence	low	1	0	0	1	0	0	functional	functional	non	functional
Sb05g006720	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006722	lowConfidence	low	1	0	0	2	0	0	functional	functional	functional	functional
Sb05g006724	lowConfidence	low	0.138955	0	0	1	0	0	non	non	non	non
Sb05g006726	lowConfidence	low	0.560694	0	0	2	0	0	functional	functional	functional	functional
Sb05g006728	lowConfidence	low	0.168909	0	0	1	0	0	functional	functional	functional	functional
Sb05g006730	lowConfidence	low	0.77551	0	0	2	0	0	functional	functional	functional	functional
Sb05g006690	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006671	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006672	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006674	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006675	lowConfidence	low	0.307856	0	0	1	0	0	functional	functional	functional	functional
Sb05g006677	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006660	lowConfidence	low	0.504373	0	0	2	0	0	non	non	non	non
Sb05g006665	lowConfidence	low	1	0	0	4	1	0	non	non	non	non
Sb05g006638	lowConfidence	low	0.652593	0	1	1	0	0.0952955	functional	functional	functional	functional
Sb05g006637	lowConfidence	low	0.156682	0	0	1	0	0	functional	functional	functional	functional
Sb05g006633	lowConfidence	low	0.34	1	0	1	0	0	functional	functional	functional	functional
Sb05g006635	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006630	lowConfidence	low	1	1	1	2	0	0.811364	functional	functional	functional	functional
Sb05g006625	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g006605	lowConfidence	low	1	0.27	1	1	0	0	functional	functional	functional	functional
Sb05g006593	lowConfidence	low	1	1	1	2	0	0.912351	functional	functional	functional	functional
Sb05g006596	lowConfidence	low	1	1	0	1	0	0.28877	functional	functional	functional	functional
Sb05g006575	lowConfidence	low	1	1	1	5	4	0.522727	functional	functional	functional	functional
Sb05g006577	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g006552	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g006455	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g006445	lowConfidence	low	0.110735	0	0	1	0	0	functional	functional	functional	functional
Sb05g006426	lowConfidence	low	0	0	0	2	0	0	functional	functional	functional	functional
Sb05g006423	lowConfidence	low	1	1	1	4	4	1	functional	functional	functional	functional
Sb05g006413	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g006416	lowConfidence	low	1	1	1	4	12	0.217213	functional	functional	functional	functional
Sb05g006406	lowConfidence	low	0	0	0	2	0	0	functional	functional	functional	functional
Sb05g006410	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006386	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006383	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006375	lowConfidence	low	0.278579	0	0	1	0	0	functional	functional	functional	functional
Sb05g006370	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006358	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g006352	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006345	lowConfidence	low	0.816901	0	0	1	0	0	functional	non	functional	functional
Sb05g006350	lowConfidence	low	1	0	0	1	0	0	functional	functional	non	functional
Sb05g006340	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006305	lowConfidence	low	1	0	0	1	0	1	functional	functional	functional	functional
Sb05g006275	lowConfidence	low	0	0	0	2	0	0.619632	functional	functional	functional	functional
Sb05g006266	lowConfidence	low	0.552995	0	0.72	1	0	0.119816	functional	functional	functional	functional
Sb05g006226	lowConfidence	low	1	1	1	5	8	0	functional	functional	functional	functional
Sb05g006230	lowConfidence	low	1	0	0	2	0	1	functional	functional	functional	functional
Sb05g006223	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb05g006220	lowConfidence	low	1	0	1	1	0	0	functional	functional	functional	functional
Sb05g006200	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g006115	lowConfidence	low	0.0353774	0	0	1	0	0	functional	functional	functional	functional
Sb05g006093	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g006096	lowConfidence	low	0	0	0	1	0	0.731629	functional	functional	functional	functional
Sb05g006070	lowConfidence	low	0.21573	0	0	2	0	0	functional	functional	functional	functional
Sb05g006055	lowConfidence	low	1	1	1	1	0	0.364943	non	non	non	non
Sb05g006042	lowConfidence	low	0.00898204	0	0	1	0	0	functional	functional	functional	functional
Sb05g005965	lowConfidence	low	0.257468	0	0	1	0	0.779516	functional	functional	functional	functional
Sb05g005950	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g005905	lowConfidence	low	1	0	0	1	0	0	non	non	non	non
Sb05g005890	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb05g005882	lowConfidence	low	1	0.24	0	1	0	0	functional	functional	functional	functional
Sb05g005885	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g005887	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g005873	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g005870	lowConfidence	low	0.840541	1	1	1	0	0	functional	functional	functional	functional
Sb05g005863	lowConfidence	low	1	0	1	1	0	0	functional	functional	functional	functional
Sb05g005858	lowConfidence	low	1	0	0	2	0	0	functional	functional	functional	functional
Sb05g005853	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g005830	lowConfidence	low	1	1	1	1	0	0.196418	functional	functional	functional	functional
Sb05g005800	lowConfidence	low	0.984699	0	1	1	0	0.10424	functional	functional	functional	functional
Sb05g005792	lowConfidence	low	1	0	1	2	0	0	functional	functional	functional	functional
Sb05g005783	lowConfidence	low	0.0904348	0	0	1	0	0	functional	functional	functional	functional
Sb05g005786	lowConfidence	low	1	1	1	2	0	1	functional	functional	functional	functional
Sb05g005760	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb05g005755	lowConfidence	low	0.677273	1	0	2	0	0.322727	functional	functional	functional	functional
Sb05g005758	lowConfidence	low	1	0	0	1	0	0.0796813	functional	functional	functional	functional
Sb05g005725	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb05g005735	lowConfidence	low	1	1	1	3	1	0	functional	functional	functional	functional
Sb05g005685	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g005670	lowConfidence	low	1	0	1	1	0	0	functional	functional	functional	functional
Sb05g005660	lowConfidence	low	1	0	1	1	0	0	functional	functional	functional	functional
Sb05g005583	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g005570	lowConfidence	low	1	0	1	1	0	0	functional	functional	functional	functional
Sb05g005580	lowConfidence	low	1	1	1	5	4	0	functional	functional	functional	functional
Sb05g005548	lowConfidence	low	1	0.32	1	1	0	0	functional	functional	functional	functional
Sb05g005550	lowConfidence	low	1	1	0.07	5	4	0	functional	functional	functional	functional
Sb05g005546	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g005540	lowConfidence	low	0.866438	0.46	1	5	4	0	functional	functional	functional	functional
Sb05g005525	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g005500	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g005345	lowConfidence	low	1	1	0.09	1	0	0.96131	functional	functional	functional	functional
Sb05g005290	lowConfidence	low	0.437008	0	0.41	1	0	0	functional	functional	functional	functional
Sb05g005285	lowConfidence	low	1	0.97	1	2	0	0	functional	functional	functional	functional
Sb05g005185	lowConfidence	low	1	1	0	3	6	1	functional	functional	functional	functional
Sb05g005190	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g005160	lowConfidence	low	1	0	0.8	1	0	0	functional	functional	functional	functional
Sb05g005101	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g005061	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g004981	lowConfidence	low	0	0	0	1	0	0.537815	functional	functional	functional	functional
Sb05g004935	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb05g004925	lowConfidence	low	1	1	1	3	1	1	functional	functional	functional	functional
Sb05g004927	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb05g004675	lowConfidence	low	0.205357	0	0	1	0	0	functional	functional	functional	functional
Sb05g004627	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g004625	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g004585	lowConfidence	low	0	0	0	1	0	0	functional	functional	non	functional
Sb05g004545	lowConfidence	low	1	1	0.57	1	0	0	functional	functional	functional	functional
Sb05g004520	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g004513	lowConfidence	low	1	1	1	4	7	0	functional	functional	functional	functional
Sb05g004516	lowConfidence	low	1	1	1	4	6	0.0465116	functional	functional	functional	functional
Sb05g004470	lowConfidence	low	0.984451	0	1	1	0	0	functional	functional	functional	functional
Sb05g004460	lowConfidence	low	0.240899	0	0	2	0	0	functional	functional	functional	functional
Sb05g004450	lowConfidence	low	1	0	1	1	0	0	functional	functional	functional	functional
Sb05g004430	lowConfidence	low	0.382114	0	0	1	0	0.651084	functional	functional	functional	functional
Sb05g004410	lowConfidence	low	1	0.25	1	2	0	0	functional	functional	functional	functional
Sb05g004420	lowConfidence	low	0.964862	0	0.12	2	0	0	functional	functional	functional	functional
Sb05g004400	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g004405	lowConfidence	low	1	0.21	0	2	0	0	functional	functional	functional	functional
Sb05g004390	lowConfidence	low	0.63761	0	1	3	2	0.210088	non	non	non	non
Sb05g004380	lowConfidence	low	0.00373134	0	0	2	0	0	non	non	functional	functional
Sb05g004360	lowConfidence	low	0.0559322	0	0	3	2	0	functional	functional	functional	functional
Sb05g004370	lowConfidence	low	0.739793	0	1	3	4	0.97393	functional	functional	functional	functional
Sb05g004340	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g004335	lowConfidence	low	0.19917	0	0	1	0	0.26556	functional	functional	functional	functional
Sb05g004330	lowConfidence	low	0	0	0	3	3	0.973098	functional	functional	functional	functional
Sb05g004295	lowConfidence	low	0.744186	0	1	1	0	0.127907	functional	functional	functional	functional
Sb05g004300	lowConfidence	low	0.409322	1	0	2	0	0	functional	functional	functional	functional
Sb05g004285	lowConfidence	low	1	1	1	2	0	0	functional	functional	functional	functional
Sb05g004290	lowConfidence	low	0.962264	1	1	1	0	0	functional	functional	functional	functional
Sb05g004280	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g004225	lowConfidence	low	0.102564	0	0	1	0	0	non	non	functional	functional
Sb05g004206	lowConfidence	low	1	0	1	1	0	0	functional	functional	functional	functional
Sb05g004190	lowConfidence	low	1	1	0.78	5	1	0	functional	functional	functional	functional
Sb05g004166	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g004157	lowConfidence	low	1	0	0	2	0	0	functional	functional	functional	functional
Sb05g004160	lowConfidence	low	0.780718	0	0	1	0	0	functional	functional	non	functional
Sb05g004163	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g004155	lowConfidence	low	0.552863	0	0	1	0	0	functional	functional	functional	functional
Sb05g004115	lowConfidence	low	1	1	0	1	0	0	functional	functional	functional	functional
Sb05g004065	lowConfidence	low	0	0	0	2	0	0	functional	functional	functional	functional
Sb05g004045	lowConfidence	low	0.897391	0	1	1	0	0	functional	functional	functional	functional
Sb05g003990	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb05g003937	lowConfidence	low	1	1	0	4	2	0	functional	functional	functional	functional
Sb05g003940	lowConfidence	low	0.405141	0	0	3	1	0	functional	functional	functional	functional
Sb05g003935	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g003932	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g003925	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g003773	lowConfidence	low	1	0	1	1	0	0	functional	functional	functional	functional
Sb05g003610	lowConfidence	low	0	0	0.63	1	0	0	functional	functional	functional	functional
Sb05g003620	lowConfidence	low	1	1	0.2	1	0	0	functional	functional	functional	functional
Sb05g003586	lowConfidence	low	0.255814	0	0	1	0	0	functional	functional	functional	functional
Sb05g003520	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g003495	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g003500	lowConfidence	low	1	0	0	1	0	1	functional	functional	functional	functional
Sb05g003510	lowConfidence	low	1	1	0	1	0	0	functional	functional	functional	functional
Sb05g003346	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb05g003330	lowConfidence	low	1	1	1	1	0	1	functional	functional	functional	functional
Sb05g003285	lowConfidence	low	1	1	1	1	0	0.135321	functional	functional	functional	functional
Sb05g003210	lowConfidence	low	1	0	0	2	0	1	functional	functional	functional	functional
Sb05g003110	lowConfidence	low	1	0.95	1	1	0	1	functional	functional	functional	functional
Sb05g002995	lowConfidence	low	1	1	1	1	0	0.99422	functional	functional	functional	functional
Sb05g002810	lowConfidence	low	0.309451	0	0.81	1	0	0	functional	functional	functional	functional
Sb05g002698	lowConfidence	low	0.35389	1	1	3	1	0.982922	functional	functional	functional	functional
Sb05g002694	lowConfidence	low	0	0	0	1	0	0.959381	functional	functional	functional	functional
Sb05g002691	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb05g002693	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb05g002680	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	non
Sb05g002645	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g002610	lowConfidence	low	1	0	0	1	0	0	functional	non	functional	functional
Sb05g002606	lowConfidence	low	1	0	0	1	0	0	functional	functional	functional	functional
Sb05g002603	lowConfidence	low	1	0	0	2	0	0	functional	functional	functional	functional
Sb05g002375	lowConfidence	low	0.338608	0	1	1	0	0	functional	functional	functional	functional
Sb05g002360	lowConfidence	low	1	1	0	2	0	0.0932373	functional	functional	functional	functional
Sb05g002285	lowConfidence	low	1	0	1	2	0	0	functional	functional	functional	functional
Sb05g002255	lowConfidence	low	1	0	1	1	0	0.641921	functional	functional	functional	functional
Sb05g002215	lowConfidence	low	0	0	0	1	0	0	non	non	functional	functional
Sb05g002075	lowConfidence	low	1	1	1	1	0	0.997368	functional	functional	functional	functional
Sb05g002035	lowConfidence	low	0	0	0	1	0	1	non	non	non	non
Sb05g001998	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g001994	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb05g001956	lowConfidence	low	1	1	1	5	1	0	functional	functional	functional	functional
Sb05g001953	lowConfidence	low	1	1	1	5	1	1	functional	functional	functional	functional
Sb05g001935	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g001670	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g001653	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g001636	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g001633	lowConfidence	low	1	0	0	2	0	0	functional	functional	functional	functional
Sb05g001355	lowConfidence	low	1	1	0	3	2	0	functional	functional	functional	functional
Sb05g001285	lowConfidence	low	1	1	0	3	2	0.15678	functional	functional	functional	functional
Sb05g001162	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g001083	lowConfidence	low	0.846154	1	0	2	0	0	functional	functional	functional	functional
Sb05g001075	lowConfidence	low	1	1	1	2	0	0.311538	functional	functional	functional	functional
Sb05g000970	lowConfidence	low	1	1	0	3	3	1	functional	functional	functional	functional
Sb05g000972	lowConfidence	low	1	0	0	5	10	1	functional	functional	functional	functional
Sb05g000975	lowConfidence	low	1	0	0	5	11	1	non	non	non	non
Sb05g000977	lowConfidence	low	1	0	0	5	12	1	functional	functional	functional	functional
Sb05g000947	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g000915	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g000845	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g000720	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb05g000660	lowConfidence	low	1	1	1	1	0	0.844681	functional	functional	functional	functional
Sb05g000586	lowConfidence	low	0.227639	0	0	1	0	0	functional	functional	functional	functional
Sb05g000580	lowConfidence	low	0.10543	0	0	1	0	0.312072	functional	functional	functional	functional
Sb05g000583	lowConfidence	low	0.759358	0	0	1	0	0	functional	functional	non	functional
Sb05g000453	lowConfidence	low	1	1	0	1	0	0	functional	functional	functional	functional
Sb05g000430	lowConfidence	low	0	0	0	1	0	0.654519	non	non	non	non
Sb05g000367	lowConfidence	low	1	0	1	2	0	0	functional	functional	non	functional
Sb05g000370	lowConfidence	low	1	1	1	2	0	0	non	non	non	non
Sb05g000362	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb05g000350	lowConfidence	low	1	1	1	2	0	0.0961098	functional	functional	functional	functional
Sb05g000355	lowConfidence	low	1	1	1	3	1	0	functional	functional	functional	functional
Sb05g000335	lowConfidence	low	0	1	0	1	0	0	functional	functional	functional	functional
Sb05g000260	lowConfidence	low	1	1	1	1	0	0.999266	functional	functional	functional	functional
Sb04g038651	lowConfidence	low	0.223684	0	0	4	11	0	functional	functional	functional	functional
Sb04g038590	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g038480	lowConfidence	low	1	1	1	1	0	0.31875	functional	functional	functional	functional
Sb04g038326	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g038323	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g038185	lowConfidence	low	1	1	1	2	0	0	non	non	non	non
Sb04g037735	lowConfidence	low	1	1	1	1	0	0	functional	functional	functional	functional
Sb04g037485	lowConfidence	low	0.59381	0	0	1	0	1	functional	functional	functional	functional
Sb04g037450	lowConfidence	low	1	0.94	0	1	0	0.547297	functional	functional	functional	functional
Sb04g037375	lowConfidence	low	1	0	1	1	0	0.982833	functional	functional	functional	functional
Sb04g036905	lowConfidence	low	1	1	1	1	0	0.420168	functional	functional	functional	functional
Sb04g036885	lowConfidence	low	0	0	0	1	0	0	non	non	non	non
Sb04g036452	lowConfidence	low	0	0	0	1	0	0	non	non	non	non
Sb04g036333	lowConfidence	low	0	0	0	1	0	1	functional	functional	functional	functional
Sb04g036195	lowConfidence	low	1	1	0.62	1	0	0	functional	functional	functional	functional
Sb04g035585	lowConfidence	low	1	1	1	5	7	0.725	functional	functional	functional	functional
Sb04g035475	lowConfidence	low	0	0	0	1	0	0	functional	functional	non	functional
Sb04g035375	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g034987	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g034982	lowConfidence	low	0	0	0	1	0	0.182039	functional	functional	functional	functional
Sb04g034985	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
Sb04g034845	lowConfidence	low	1	1	1	5	10	0	functional	functional	functional	functional
Sb04g034860	lowConfidence	low	1	0	0	1	0	0	functional	functional	non	functional
Sb04g034735	lowConfidence	low	0.289655	1	0	1	0	0.172414	functional	functional	functional	functional
Sb04g034655	lowConfidence	low	1	1	1	2	0	0.341211	functional	functional	functional	functional
Sb04g034645	lowConfidence	low	0	0	0	1	0	0	functional	functional	functional	functional
